date,mktrf,smb,hml
2010/6/15,0.0236,0.0008,0.0088
2010/6/16,-0.0011,-0.0019,-0.0033
2010/6/17,0.0008,-0.0015,-0.0047
2010/6/18,0.0013,0,0.0026
2010/6/21,-0.0047,-0.0052,-0.0005
2010/6/22,-0.0163,-0.0034,-0.0073
2010/6/23,-0.0029,-0.0004,0.0023
2010/6/24,-0.0165,0.0012,-0.0088
2010/6/25,0.0048,0.0104,0.0108
2010/6/28,-0.0023,-0.0001,-0.0074
2010/6/29,-0.0323,-0.0065,-0.0126
2010/6/30,-0.0098,0.0004,-0.0031
2010/7/1,-0.004,-0.0031,-0.0043
2010/7/2,-0.005,-0.003,-0.0043
2010/7/6,0.0033,-0.0198,0.0011
2010/7/7,0.0317,0.0005,0.0042
2010/7/8,0.01,0.0058,-0.0003
2010/7/9,0.0081,0.0064,0.0057
2010/7/12,-0.0011,-0.0119,0.0009
2010/7/13,0.0176,0.0159,0.0062
2010/7/14,-0.0004,-0.0014,-0.008
2010/7/15,0.0002,-0.0087,-0.0012
2010/7/16,-0.0294,-0.0054,-0.0094
2010/7/19,0.0054,-0.0015,-0.0018
2010/7/20,0.0123,0.0065,0.0006
2010/7/21,-0.013,-0.0039,-0.0043
2010/7/22,0.0237,0.0123,0.0057
2010/7/23,0.0105,0.0148,-0.0028
2010/7/26,0.0123,0.0087,0.0013
2010/7/27,-0.0023,-0.0033,0.0038
2010/7/28,-0.0082,-0.0087,0.0003
2010/7/29,-0.0036,0.0029,0.0064
2010/7/30,0.0006,0.0004,-0.0022
2010/8/2,0.0209,-0.0056,0.0012
2010/8/3,-0.0056,-0.0039,-0.005
2010/8/4,0.0074,0.0044,-0.0012
2010/8/5,-0.0022,-0.0083,0.0014
2010/8/6,-0.0036,-0.0017,-0.0037
2010/8/9,0.0062,0.006,0.0007
2010/8/10,-0.0079,-0.0122,-0.0021
2010/8/11,-0.0291,-0.0107,-0.0062
2010/8/12,-0.005,-0.0006,-0.0003
2010/8/13,-0.0047,-0.008,0.002
2010/8/16,0.001,0.0093,-0.002
2010/8/17,0.0131,0.0059,-0.0025
2010/8/18,0.0021,0.0006,0.0006
2010/8/19,-0.0174,-0.0083,-0.0039
2010/8/20,-0.0028,0.0027,-0.0023
2010/8/23,-0.005,-0.0094,-0.004
2010/8/24,-0.0148,0.0014,0.0018
2010/8/25,0.0045,0.0104,-0.0001
2010/8/26,-0.0076,-0.0007,-0.0023
2010/8/27,0.0182,0.0094,0.0035
2010/8/30,-0.0154,-0.0083,-0.004
2010/8/31,0.0001,-0.0027,0.0081
2010/9/1,0.0305,0.0061,0.0045
2010/9/2,0.0097,0.0025,-0.004
2010/9/3,0.0135,0.0035,0.0023
2010/9/7,-0.0123,-0.0077,-0.0076
2010/9/8,0.0065,0.0003,0.0017
2010/9/9,0.0044,-0.005,0.0059
2010/9/10,0.0045,-0.0009,-0.0018
2010/9/13,0.013,0.0112,0.0023
2010/9/14,-0.0006,-0.0022,-0.0051
2010/9/15,0.0036,0.0011,-0.0017
2010/9/16,-0.0007,-0.0052,-0.0068
2010/9/17,0.0015,0.0062,-0.006
2010/9/20,0.016,0.0113,0.0022
2010/9/21,-0.0031,-0.003,-0.0029
2010/9/22,-0.0052,-0.0054,-0.0058
2010/9/23,-0.0078,-0.0007,-0.0067
2010/9/24,0.0219,0.0098,0.005
2010/9/27,-0.0046,0.002,-0.0049
2010/9/28,0.0058,0.0053,0.001
2010/9/29,-0.0017,0.0066,-0.0025
2010/9/30,-0.0026,0.0005,0.0028
2010/10/1,0.0043,-0.0006,0.0023
2010/10/4,-0.0088,-0.0073,-0.0005
2010/10/5,0.0211,0.0077,0.0015
2010/10/6,-0.001,-0.0039,0.0043
2010/10/7,-0.0016,0.0005,-0.0028
2010/10/8,0.0074,0.0096,-0.0019
2010/10/11,0.0004,0.0002,-0.0023
2010/10/12,0.0039,-0.0006,0.0023
2010/10/13,0.0078,0.009,-0.0034
2010/10/14,-0.0038,0.0042,-0.004
2010/10/15,0.0018,-0.0006,-0.0124
2010/10/18,0.0069,0.0004,0.0089
2010/10/19,-0.0167,-0.0068,0.0027
2010/10/20,0.0106,0.0006,0.0009
2010/10/21,0.0011,-0.0053,-0.0049
2010/10/22,0.0029,0.0045,-0.0041
2010/10/25,0.0031,0.0044,-0.0047
2010/10/26,0.0002,0,-0.0018
2010/10/27,-0.0024,-0.0018,-0.0023
2010/10/28,0.0008,-0.0061,-0.0007
2010/10/29,0.0007,0.0032,-0.0014
2010/11/1,-0.0001,-0.0064,-0.0021
2010/11/2,0.009,0.0135,-0.0021
2010/11/3,0.0038,-0.0006,0.0019
2010/11/4,0.0194,0.0046,0.0103
2010/11/5,0.0041,-0.0011,0.0064
2010/11/8,-0.0012,0.0043,-0.0046
2010/11/9,-0.0078,-0.0038,-0.0046
2010/11/10,0.0053,0.0056,0.0061
2010/11/11,-0.0035,-0.0007,-0.0015
2010/11/12,-0.0129,-0.0048,-0.0006
2010/11/15,-0.0009,0.002,0.0031
2010/11/16,-0.0158,-0.0034,-0.0011
2010/11/17,0.0007,0.0034,-0.0029
2010/11/18,0.0157,0.0032,-0.003
2010/11/19,0.0031,0.0022,-0.0022
2010/11/22,-0.0002,0.0061,-0.0096
2010/11/23,-0.0138,0.005,-0.0028
2010/11/24,0.0159,0.0066,0.0002
2010/11/26,-0.0067,0.0031,-0.0035
2010/11/29,-0.0013,0.0001,0.0043
2010/11/30,-0.0059,-0.0019,-0.0002
2010/12/1,0.0212,-0.0008,-0.0001
2010/12/2,0.0123,-0.0032,0.0062
2010/12/3,0.0035,0.0038,0.0008
2010/12/6,-0.0003,0.0075,-0.0004
2010/12/7,0.001,0.0037,0.0005
2010/12/8,0.0032,-0.0054,0.0068
2010/12/9,0.0042,-0.0004,0.0062
2010/12/10,0.0067,0.0044,0.0022
2010/12/13,-0.0008,-0.0056,0.0004
2010/12/14,0.0009,-0.0003,-0.0011
2010/12/15,-0.0049,0.0021,-0.0057
2010/12/16,0.007,0.0044,-0.0013
2010/12/17,0.0015,0.0016,-0.0018
2010/12/20,0.0023,-0.0001,0.003
2010/12/21,0.0068,0.0034,0.0074
2010/12/22,0.0029,-0.0039,0.008
2010/12/23,-0.0016,0.001,-0.0031
2010/12/27,0.0008,0.002,0.0047
2010/12/28,0,-0.0042,0.0018
2010/12/29,0.0017,0.0012,-0.0016
2010/12/30,-0.0011,0.0013,-0.0005
2010/12/31,-0.001,-0.0064,0.0022
2011/1/3,0.0118,0.0051,0.0078
2011/1/4,-0.0026,-0.0138,0.0006
2011/1/5,0.0059,0.0059,0.0013
2011/1/6,-0.0015,-0.0008,-0.0034
2011/1/7,-0.0021,-0.0025,-0.0026
2011/1/10,-0.0002,0.0054,-0.0016
2011/1/11,0.0039,0.0011,0.0018
2011/1/12,0.0087,-0.0006,0.0026
2011/1/13,-0.0017,0.0013,-0.0036
2011/1/14,0.0069,0.0001,0.0057
2011/1/18,0.0018,0.0009,-0.0049
2011/1/19,-0.0124,-0.0135,-0.0052
2011/1/20,-0.0029,-0.0104,0.0072
2011/1/21,0.0011,-0.009,0.0059
2011/1/24,0.0065,0.0031,-0.0028
2011/1/25,0.0002,0.0001,0.0013
2011/1/26,0.006,0.0139,-0.0021
2011/1/27,0.0026,-0.0012,0.0035
2011/1/28,-0.0188,-0.0088,-0.0002
2011/1/31,0.0071,-0.0001,-0.0029
2011/2/1,0.0175,0.0048,0.0054
2011/2/2,-0.0026,-0.0006,-0.0041
2011/2/3,0.0026,-0.0003,-0.0006
2011/2/4,0.0029,0.0007,-0.005
2011/2/7,0.007,0.0025,0.0057
2011/2/8,0.0048,0.0022,-0.0001
2011/2/9,-0.0031,-0.002,-0.0006
2011/2/10,0.0012,0.0034,-0.0028
2011/2/11,0.0067,0.0041,0.0051
2011/2/14,0.003,0.0021,-0.0017
2011/2/15,-0.0038,-0.0036,0.003
2011/2/16,0.0068,0.0037,0.0025
2011/2/17,0.0037,0.0039,0.0019
2011/2/18,0.0012,-0.0014,0.0002
2011/2/22,-0.0219,-0.005,-0.0028
2011/2/23,-0.0078,-0.0118,0.004
2011/2/24,0.0004,0.0072,-0.0034
2011/2/25,0.0122,0.0102,0.0025
2011/2/28,0.0042,-0.0044,0.0024
2011/3/1,-0.0158,-0.0031,-0.0004
2011/3/2,0.0028,0.0033,-0.0028
2011/3/3,0.0176,0.0046,-0.0006
2011/3/4,-0.0067,0.0028,-0.0051
2011/3/7,-0.0096,-0.0073,0.0008
2011/3/8,0.0097,0.0044,0.0068
2011/3/9,-0.0017,-0.0027,0.0034
2011/3/10,-0.0193,-0.0074,-0.0031
2011/3/11,0.0069,-0.0035,0.0016
2011/3/14,-0.0059,0.0011,-0.0039
2011/3/15,-0.0105,0.0028,-0.0016
2011/3/16,-0.0177,0.0064,-0.0013
2011/3/17,0.0112,-0.008,0.0056
2011/3/18,0.0049,0.0056,0.002
2011/3/21,0.0158,0.0097,-0.0026
2011/3/22,-0.0034,-0.0008,-0.0004
2011/3/23,0.0031,0.0015,-0.0043
2011/3/24,0.0096,-0.001,-0.0044
2011/3/25,0.0041,0.0043,-0.0003
2011/3/28,-0.0035,0.0004,-0.0019
2011/3/29,0.0074,0.0025,-0.0018
2011/3/30,0.0079,0.0044,0.0005
2011/3/31,-0.0011,0.0059,-0.0029
2011/4/1,0.0052,-0.0011,0.0023
2011/4/4,0.0009,0.0023,-0.0009
2011/4/5,0.0008,0.0048,-0.0023
2011/4/6,0.0021,-0.002,0.0063
2011/4/7,-0.002,-0.0023,-0.0018
2011/4/8,-0.0047,-0.0056,-0.0028
2011/4/11,-0.0039,-0.0065,-0.0008
2011/4/12,-0.0084,-0.0068,0.0007
2011/4/13,0.0011,0.0014,-0.0069
2011/4/14,0,0.0039,-0.0035
2011/4/15,0.0044,0.0059,-0.0009
2011/4/18,-0.0115,-0.004,-0.0033
2011/4/19,0.005,-0.0036,-0.0017
2011/4/20,0.0145,0.0064,-0.006
2011/4/21,0.0056,0.0031,-0.0009
2011/4/25,-0.0016,-0.0009,-0.0001
2011/4/26,0.0089,0.0017,-0.0003
2011/4/27,0.0066,-0.001,-0.0019
2011/4/28,0.0032,-0.0012,0.0016
2011/4/29,0.0029,0.0021,-0.0007
2011/5/2,-0.0028,-0.0089,-0.002
2011/5/3,-0.005,-0.0099,0.0039
2011/5/4,-0.0074,-0.0054,-0.0009
2011/5/5,-0.0082,0.0051,-0.0031
2011/5/6,0.0046,0.0002,-0.0018
2011/5/9,0.0055,0.0068,-0.0047
2011/5/10,0.0086,0.0066,0.0025
2011/5/11,-0.0109,-0.0061,-0.0042
2011/5/12,0.0052,0.0039,-0.0045
2011/5/13,-0.0088,-0.0045,-0.0031
2011/5/16,-0.0076,-0.01,0.0043
2011/5/17,-0.0011,-0.0049,0.0017
2011/5/18,0.0102,0.0067,-0.003
2011/5/19,0.0022,-0.0003,-0.0012
2011/5/20,-0.0073,0.0009,-0.002
2011/5/23,-0.0129,-0.0051,0.0001
2011/5/24,-0.0014,-0.0028,-0.0004
2011/5/25,0.0045,0.0102,-0.0036
2011/5/26,0.0052,0.0067,-0.0012
2011/5/27,0.0049,0.0018,0.0023
2011/5/31,0.0104,0.0044,-0.0005
2011/6/1,-0.0233,-0.0074,-0.0026
2011/6/2,-0.001,-0.0003,0.0012
2011/6/3,-0.011,-0.0054,0.0015
2011/6/6,-0.0118,-0.0024,-0.0033
2011/6/7,-0.0004,0.0033,-0.0012
2011/6/8,-0.0054,-0.0072,0.0004
2011/6/9,0.0075,-0.001,0.0001
2011/6/10,-0.0137,-0.0025,0.0044
2011/6/13,0.0001,-0.0054,0.0039
2011/6/14,0.0136,0.0104,-0.004
2011/6/15,-0.0172,0,-0.0014
2011/6/16,0.0012,-0.0007,0.0046
2011/6/17,0.0025,-0.0039,0.0067
2011/6/20,0.0058,0.0038,-0.0011
2011/6/21,0.0152,0.0094,-0.0041
2011/6/22,-0.0062,-0.001,0.0001
2011/6/23,-0.0014,0.0065,-0.0081
2011/6/24,-0.011,0.0046,0.0011
2011/6/27,0.0089,0.0005,-0.0004
2011/6/28,0.0136,0.0043,-0.0055
2011/6/29,0.0077,-0.0071,0.0065
2011/6/30,0.0099,0.0017,-0.0026
2011/7/1,0.0145,-0.0004,0.0017
2011/7/5,-0.0008,0.0023,-0.0085
2011/7/6,0.0018,0.0043,-0.0059
2011/7/7,0.011,0.0046,0.0015
2011/7/8,-0.0067,0.0001,-0.0043
2011/7/11,-0.0191,-0.0016,-0.0028
2011/7/12,-0.0045,0.0004,0.0044
2011/7/13,0.0045,0.0057,-0.0012
2011/7/14,-0.0082,-0.0081,0.0014
2011/7/15,0.0058,0.0009,-0.0051
2011/7/18,-0.0094,-0.0058,-0.0043
2011/7/19,0.0172,0.0057,-0.0065
2011/7/20,-0.001,-0.0032,0.0077
2011/7/21,0.0129,-0.0038,0.0113
2011/7/22,0.001,-0.001,-0.007
2011/7/25,-0.0068,-0.0058,0.0013
2011/7/26,-0.0047,-0.0036,0.0029
2011/7/27,-0.0216,-0.0078,0.0037
2011/7/28,-0.0031,0.0012,-0.0003
2011/7/29,-0.0056,0.0023,0.0009
2011/8/1,-0.004,-0.0017,0.0014
2011/8/2,-0.0268,-0.0047,0.0012
2011/8/3,0.0058,0.0026,-0.0036
2011/8/4,-0.0504,-0.0082,0.0033
2011/8/5,-0.0036,-0.012,-0.006
2011/8/8,-0.0697,-0.0138,-0.0166
2011/8/9,0.0497,0.0092,0.0067
2011/8/10,-0.043,-0.0049,-0.0162
2011/8/11,0.0472,0.0025,0.0076
2011/8/12,0.0054,-0.0018,-0.0147
2011/8/15,0.0225,0.0043,0.0099
2011/8/16,-0.0107,-0.0078,-0.0013
2011/8/17,-0.0001,-0.0033,0.0063
2011/8/18,-0.0465,-0.0101,0.0053
2011/8/19,-0.0155,0.0015,-0.0036
2011/8/22,-0.0003,0.0014,-0.0091
2011/8/23,0.036,0.0123,-0.0077
2011/8/24,0.0135,-0.0019,0.0098
2011/8/25,-0.0167,-0.01,0.0051
2011/8/26,0.0174,0.0089,-0.0099
2011/8/29,0.0311,0.0151,0.0092
2011/8/30,0.0032,0.0029,-0.0074
2011/8/31,0.0042,-0.0079,0.0048
2011/9/1,-0.0133,-0.0108,-0.0078
2011/9/2,-0.0264,-0.0076,-0.0077
2011/9/6,-0.0072,0.0051,-0.0068
2011/9/7,0.0306,0.0089,0.0102
2011/9/8,-0.0118,-0.0073,-0.0062
2011/9/9,-0.0265,-0.0017,-0.0004
2011/9/12,0.0068,-0.0002,0.0034
2011/9/13,0.0112,0.0077,-0.0039
2011/9/14,0.0145,0.0043,-0.0035
2011/9/15,0.0164,-0.0058,0.0057
2011/9/16,0.0047,-0.0036,-0.0037
2011/9/19,-0.0099,-0.0051,-0.0132
2011/9/20,-0.0045,-0.0149,0.0025
2011/9/21,-0.0292,-0.0033,-0.0127
2011/9/22,-0.0329,0.0012,0.0043
2011/9/23,0.0074,0.0064,0.0003
2011/9/26,0.0228,-0.0067,0.013
2011/9/27,0.0122,0.011,-0.0058
2011/9/28,-0.0229,-0.0163,-0.0024
2011/9/29,0.0077,0.0055,0.0212
2011/9/30,-0.025,-0.001,-0.002
2011/10/3,-0.0318,-0.019,-0.0065
2011/10/4,0.0268,0.0358,0.0049
2011/10/5,0.0192,-0.0017,-0.0048
2011/10/6,0.0194,0.0019,0.0063
2011/10/7,-0.0098,-0.0122,-0.0144
2011/10/10,0.0344,0.0044,0.0064
2011/10/11,0.0015,0.0066,-0.0011
2011/10/12,0.0107,0.0048,0.0093
2011/10/13,-0.0021,0.0028,-0.0129
2011/10/14,0.0172,0.0013,-0.003
2011/10/17,-0.0206,-0.0125,-0.0053
2011/10/18,0.0211,0.0056,0.0167
2011/10/19,-0.0138,-0.0075,0.003
2011/10/20,0.0043,-0.0033,0.0072
2011/10/21,0.0192,0.0013,0.001
2011/10/24,0.0159,0.0174,-0.0034
2011/10/25,-0.0213,-0.0086,-0.0032
2011/10/26,0.0112,0.0067,0.0078
2011/10/27,0.0354,0.0138,0.0091
2011/10/28,-0.0001,-0.0054,-0.0056
2011/10/31,-0.025,0.0008,-0.0089
2011/11/1,-0.0286,-0.005,-0.0118
2011/11/2,0.0172,0.0074,0.0096
2011/11/3,0.0197,0.0059,-0.0008
2011/11/4,-0.0053,0.0005,-0.0066
2011/11/7,0.0048,-0.0071,0.0038
2011/11/8,0.0121,-0.0003,0.0055
2011/11/9,-0.0378,-0.0078,-0.0071
2011/11/10,0.0083,0.0006,0.0058
2011/11/11,0.0198,0.0046,-0.0016
2011/11/14,-0.0092,-0.0045,-0.0088
2011/11/15,0.0056,0.0087,-0.0026
2011/11/16,-0.0164,-0.0015,-0.0018
2011/11/17,-0.0165,0.002,0.0015
2011/11/18,-0.0007,0.0005,0.0092
2011/11/21,-0.0187,-0.0049,-0.0006
2011/11/22,-0.0044,-0.0025,-0.0054
2011/11/23,-0.0229,-0.0069,-0.0028
2011/11/25,-0.0034,-0.0101,0.0048
2011/11/28,0.031,0.0161,-0.0065
2011/11/29,0.0018,-0.0048,0.001
2011/11/30,0.0444,0.0101,0.0118
2011/12/1,-0.0022,-0.005,-0.0068
2011/12/2,0.0005,0.0043,0.0064
2011/12/5,0.0109,0.0028,0.003
2011/12/6,0.0004,-0.0008,0.0007
2011/12/7,0.0016,-0.0032,0.0075
2011/12/8,-0.0223,-0.0072,-0.0103
2011/12/9,0.0183,0.0131,0.0014
2011/12/12,-0.0148,0.0007,-0.0047
2011/12/13,-0.0105,-0.0103,0.0007
2011/12/14,-0.0121,-0.0029,0.0091
2011/12/15,0.004,0.0066,0.0016
2011/12/16,0.0045,0.0022,-0.0009
2011/12/19,-0.0131,-0.0041,-0.0071
2011/12/20,0.031,0.0077,0.0039
2011/12/21,0.002,-0.0003,0.0129
2011/12/22,0.0083,-0.0022,0.0066
2011/12/23,0.0084,-0.0059,-0.0015
2011/12/27,0.0004,0.0049,-0.0056
2011/12/28,-0.0134,-0.0071,-0.0009
2011/12/29,0.011,0.0018,0.0031
2011/12/30,-0.004,-0.0004,-0.0019
2012/1/3,0.015,-0.002,0.0094
2012/1/4,0,-0.0064,0.0003
2012/1/5,0.0039,0.0018,0.0019
2012/1/6,-0.0019,0.0002,-0.0026
2012/1/9,0.0028,0.0024,-0.0005
2012/1/10,0.0097,0.0039,0.0041
2012/1/11,0.0013,0.0015,0.0033
2012/1/12,0.0031,0.003,0.0001
2012/1/13,-0.0052,-0.0023,-0.0046
2012/1/17,0.0036,-0.0008,-0.0075
2012/1/18,0.0122,0.0054,0.002
2012/1/19,0.0051,-0.0014,-0.002
2012/1/20,0.0003,0.0023,0.0065
2012/1/23,0.0002,-0.0028,0.0015
2012/1/24,0,0.0081,-0.0031
2012/1/25,0.0091,0.0012,-0.008
2012/1/26,-0.0059,0.0024,-0.0048
2012/1/27,0.0001,0.0082,-0.0011
2012/1/30,-0.0031,-0.0043,-0.0031
2012/1/31,-0.0005,-0.0006,0
2012/2/1,0.011,0.0111,0.0039
2012/2/2,0.0017,0.004,0
2012/2/3,0.0158,0.0059,0.0041
2012/2/6,-0.0005,-0.0026,-0.0022
2012/2/7,0.0016,-0.0027,-0.001
2012/2/8,0.0025,-0.0016,0.0046
2012/2/9,0.0015,-0.0037,-0.0032
2012/2/10,-0.0075,-0.006,-0.0006
2012/2/13,0.0075,0.0059,-0.0005
2012/2/14,-0.0009,-0.0041,-0.0036
2012/2/15,-0.005,-0.0025,0.0012
2012/2/16,0.0127,0.0068,0.0031
2012/2/17,0.0016,-0.0031,0.0055
2012/2/21,-0.0005,-0.0065,0.0025
2012/2/22,-0.0039,-0.0038,-0.0064
2012/2/23,0.0056,0.0091,-0.0004
2012/2/24,0.0015,-0.0044,-0.0065
2012/2/27,0.0014,-0.0022,0.0038
2012/2/28,0.0028,-0.0063,-0.0012
2012/2/29,-0.0055,-0.0102,0.0016
2012/3/1,0.0064,-0.0024,0.0007
2012/3/2,-0.0046,-0.0124,-0.0005
2012/3/5,-0.004,0.0045,0.003
2012/3/6,-0.0162,-0.0032,-0.0035
2012/3/7,0.008,0.003,0.0028
2012/3/8,0.0107,0.0036,-0.0026
2012/3/9,0.0049,0.0091,0.0018
2012/3/12,-0.0007,-0.002,-0.0007
2012/3/13,0.0186,0.0005,0.0098
2012/3/14,-0.0023,-0.0062,-0.002
2012/3/15,0.0067,0.0026,0.0052
2012/3/16,0.0006,-0.0028,0.0036
2012/3/19,0.0041,0.0052,-0.0005
2012/3/20,-0.0039,-0.0065,0.0028
2012/3/21,-0.001,0.0031,-0.0042
2012/3/22,-0.0074,-0.0013,-0.0044
2012/3/23,0.0039,0.0057,0.0039
2012/3/26,0.0145,0.0046,-0.0022
2012/3/27,-0.003,-0.0034,-0.0034
2012/3/28,-0.0052,-0.0004,0.0049
2012/3/29,-0.0016,-0.0001,-0.0026
2012/3/30,0.0028,-0.0071,-0.0002
2012/4/2,0.0077,0.0035,0.0006
2012/4/3,-0.0034,-0.0029,-0.0029
2012/4/4,-0.0111,-0.0055,-0.0003
2012/4/5,-0.0003,-0.0009,-0.0044
2012/4/9,-0.0121,-0.0045,-0.0009
2012/4/10,-0.0185,-0.0041,0.0006
2012/4/11,0.0085,0.0076,0.0028
2012/4/12,0.0144,0.0006,0.003
2012/4/13,-0.0125,-0.0013,-0.0075
2012/4/16,-0.0009,0.0015,0.0082
2012/4/17,0.0155,0.0006,-0.0022
2012/4/18,-0.0043,-0.0048,-0.0043
2012/4/19,-0.0057,-0.0003,0.0025
2012/4/20,0.0011,0.0055,-0.0011
2012/4/23,-0.0095,-0.0056,0.0014
2012/4/24,0.0029,0.0024,0.0091
2012/4/25,0.0144,0.004,-0.0101
2012/4/26,0.0075,-0.0002,-0.0002
2012/4/27,0.0035,0.0072,-0.0022
2012/4/30,-0.0049,-0.0059,0.0001
2012/5/1,0.0048,-0.0086,0.0041
2012/5/2,-0.0015,0.0071,-0.0065
2012/5/3,-0.0092,-0.0061,0.0001
2012/5/4,-0.0162,-0.0021,0.0017
2012/5/7,0.0004,0.0012,0.0047
2012/5/8,-0.0041,0.0035,0.0033
2012/5/9,-0.0062,0.0017,-0.0022
2012/5/10,0.0029,0.0007,0.0055
2012/5/11,-0.0029,0.0027,-0.0105
2012/5/14,-0.0114,-0.0006,-0.0017
2012/5/15,-0.0052,0.005,-0.0018
2012/5/16,-0.0044,-0.0016,-0.0045
2012/5/17,-0.0164,-0.0049,0.0036
2012/5/18,-0.008,-0.0015,0.0005
2012/5/21,0.0169,0.0066,-0.0109
2012/5/22,0,-0.009,0.0035
2012/5/23,0.0026,0.0049,-0.0023
